Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1408-il-1000000-n5
Airfoil,naca1408-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,77.2173
Max Cl/Cd alpha,7
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1408-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.750,-1.1374,0.04733,0.04513,-0.0315,1.0000,0.0032
-13.500,-1.1667,0.03979,0.03732,-0.0373,1.0000,0.0032
-13.250,-1.1762,0.03640,0.03374,-0.0365,1.0000,0.0032
-13.000,-1.1740,0.03364,0.03078,-0.0360,1.0000,0.0032
-12.750,-1.1663,0.03136,0.02831,-0.0354,1.0000,0.0033
-12.500,-1.1550,0.02939,0.02616,-0.0347,1.0000,0.0033
-12.250,-1.1413,0.02763,0.02422,-0.0341,1.0000,0.0034
-12.000,-1.1256,0.02606,0.02247,-0.0334,1.0000,0.0035
-11.750,-1.1084,0.02462,0.02087,-0.0328,1.0000,0.0036
-11.500,-1.0901,0.02330,0.01939,-0.0322,1.0000,0.0037
-11.250,-1.0706,0.02211,0.01804,-0.0316,1.0000,0.0038
-11.000,-1.0502,0.02101,0.01679,-0.0310,1.0000,0.0039
-10.750,-1.0291,0.02000,0.01564,-0.0304,1.0000,0.0040
-10.500,-1.0072,0.01909,0.01461,-0.0299,1.0000,0.0042
-10.250,-0.9848,0.01827,0.01366,-0.0294,1.0000,0.0042
-10.000,-0.9629,0.01730,0.01254,-0.0288,1.0000,0.0044
-9.750,-0.9405,0.01640,0.01153,-0.0282,1.0000,0.0047
-9.500,-0.9171,0.01574,0.01079,-0.0278,1.0000,0.0050
-9.250,-0.8932,0.01517,0.01016,-0.0273,1.0000,0.0052
-9.000,-0.8693,0.01461,0.00953,-0.0268,1.0000,0.0055
-8.750,-0.8453,0.01406,0.00890,-0.0263,1.0000,0.0058
-8.500,-0.8214,0.01355,0.00831,-0.0257,1.0000,0.0060
-8.250,-0.7973,0.01308,0.00777,-0.0251,1.0000,0.0063
-8.000,-0.7739,0.01251,0.00711,-0.0244,1.0000,0.0067
-7.750,-0.7503,0.01203,0.00658,-0.0237,1.0000,0.0073
-7.500,-0.7265,0.01162,0.00613,-0.0230,1.0000,0.0078
-7.250,-0.7025,0.01126,0.00573,-0.0223,1.0000,0.0084
-7.000,-0.6785,0.01093,0.00536,-0.0216,1.0000,0.0090
-6.750,-0.6548,0.01055,0.00495,-0.0208,1.0000,0.0103
-6.500,-0.6253,0.01020,0.00459,-0.0213,0.9988,0.0118
-6.250,-0.5934,0.00989,0.00424,-0.0224,0.9971,0.0132
-6.000,-0.5609,0.00958,0.00396,-0.0235,0.9953,0.0168
-5.750,-0.5288,0.00935,0.00373,-0.0246,0.9931,0.0196
-5.500,-0.4967,0.00909,0.00347,-0.0256,0.9901,0.0225
-5.250,-0.4641,0.00887,0.00325,-0.0267,0.9873,0.0254
-5.000,-0.4326,0.00869,0.00307,-0.0276,0.9834,0.0276
-4.750,-0.4015,0.00855,0.00290,-0.0283,0.9785,0.0288
-4.500,-0.3703,0.00841,0.00275,-0.0291,0.9736,0.0294
-4.250,-0.3406,0.00815,0.00245,-0.0294,0.9666,0.0318
-4.000,-0.3112,0.00794,0.00224,-0.0297,0.9587,0.0345
-3.750,-0.2824,0.00777,0.00205,-0.0299,0.9496,0.0360
-3.250,-0.2274,0.00751,0.00172,-0.0295,0.9259,0.0387
-3.000,-0.2003,0.00739,0.00157,-0.0292,0.9120,0.0426
-2.750,-0.1735,0.00726,0.00144,-0.0289,0.8967,0.0512
-2.500,-0.1470,0.00706,0.00129,-0.0286,0.8802,0.0780
-2.250,-0.1204,0.00690,0.00117,-0.0283,0.8628,0.1034
-2.000,-0.0935,0.00676,0.00107,-0.0280,0.8437,0.1296
