Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca4412-il-1000000-n5
Airfoil,naca4412-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,119.163
Max Cl/Cd alpha,4.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca4412-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-16.250,-0.7721,0.10360,0.10134,-0.0468,1.0000,0.0136
-16.000,-0.8530,0.08592,0.08350,-0.0576,1.0000,0.0134
-15.750,-1.1564,0.03236,0.02901,-0.1001,1.0000,0.0112
-15.500,-1.1690,0.03033,0.02686,-0.0971,1.0000,0.0113
-15.250,-1.1706,0.02854,0.02496,-0.0951,0.9996,0.0115
-15.000,-1.1512,0.02673,0.02302,-0.0965,0.9977,0.0119
-14.750,-1.1291,0.02527,0.02146,-0.0977,0.9959,0.0123
-14.500,-1.1047,0.02402,0.02012,-0.0989,0.9946,0.0128
-14.250,-1.0802,0.02294,0.01894,-0.0998,0.9930,0.0132
-14.000,-1.0558,0.02198,0.01787,-0.1004,0.9908,0.0137
-13.750,-1.0298,0.02107,0.01687,-0.1012,0.9889,0.0141
-13.500,-1.0023,0.02021,0.01595,-0.1022,0.9873,0.0148
-13.250,-0.9737,0.01948,0.01517,-0.1032,0.9859,0.0154
-13.000,-0.9447,0.01881,0.01444,-0.1042,0.9845,0.0161
-12.750,-0.9185,0.01820,0.01375,-0.1044,0.9818,0.0167
-12.500,-0.8923,0.01763,0.01310,-0.1047,0.9787,0.0171
-12.250,-0.8652,0.01702,0.01244,-0.1051,0.9760,0.0177
-12.000,-0.8368,0.01652,0.01190,-0.1056,0.9739,0.0183
-11.750,-0.8099,0.01606,0.01140,-0.1058,0.9709,0.0189
-11.500,-0.7843,0.01565,0.01093,-0.1056,0.9668,0.0196
-11.250,-0.7573,0.01525,0.01047,-0.1057,0.9634,0.0202
-11.000,-0.7295,0.01488,0.01002,-0.1059,0.9605,0.0206
-10.750,-0.7045,0.01439,0.00949,-0.1057,0.9559,0.0212
-10.500,-0.6784,0.01399,0.00905,-0.1055,0.9514,0.0218
-10.250,-0.6515,0.01364,0.00866,-0.1055,0.9474,0.0223
-10.000,-0.6249,0.01333,0.00830,-0.1053,0.9431,0.0230
-9.750,-0.5984,0.01302,0.00794,-0.1051,0.9377,0.0236
-9.500,-0.5715,0.01272,0.00757,-0.1050,0.9324,0.0241
-9.250,-0.5448,0.01244,0.00723,-0.1048,0.9258,0.0245
-9.000,-0.5185,0.01210,0.00682,-0.1045,0.9176,0.0250
-8.750,-0.4922,0.01172,0.00639,-0.1043,0.9099,0.0258
