0,0,6,1000000,-10.25,-0.7609
0,0,6,1000000,-10,-0.7705
0,0,6,1000000,-9,-0.9288
0,0,6,1000000,-8.75,-0.9135
0,0,6,1000000,-8.5,-0.8941
0,0,6,1000000,-8.25,-0.8726
0,0,6,1000000,-8,-0.85
0,0,6,1000000,-7.75,-0.8291
0,0,6,1000000,-7.5,-0.8054
0,0,6,1000000,-7.25,-0.7804
0,0,6,1000000,-7,-0.755
0,0,6,1000000,-6.75,-0.7297
0,0,6,1000000,-6.5,-0.7045
0,0,6,1000000,-6.25,-0.6791
0,0,6,1000000,-6,-0.6533
0,0,6,1000000,-5.75,-0.6281
0,0,6,1000000,-5.5,-0.6022
0,0,6,1000000,-5.25,-0.576
0,0,6,1000000,-5,-0.5497
0,0,6,1000000,-4.75,-0.5235
0,0,6,1000000,-4.5,-0.4973
0,0,6,1000000,-4.25,-0.4709
0,0,6,1000000,-4,-0.4446
0,0,6,1000000,-3.75,-0.4184
0,0,6,1000000,-3.5,-0.3921
0,0,6,1000000,-3.25,-0.3659
0,0,6,1000000,-3,-0.34
0,0,6,1000000,-2.75,-0.3124
0,0,6,1000000,-2.5,-0.2787
0,0,6,1000000,-2.25,-0.2462
0,0,6,1000000,-2,-0.2136
0,0,6,1000000,-1.75,-0.1814
0,0,6,1000000,-1.5,-0.1505
0,0,6,1000000,-1.25,-0.123
0,0,6,1000000,-1,-0.0978
0,0,6,1000000,-0.75,-0.0735
0,0,6,1000000,-0.5,-0.0501
0,0,6,1000000,-0.25,-0.0256
0,0,6,1000000,0,0
0,0,6,1000000,0.25,0.0258
0,0,6,1000000,0.5,0.0503
0,0,6,1000000,0.75,0.0737
0,0,6,1000000,1,0.0979
0,0,6,1000000,1.25,0.1232
0,0,6,1000000,1.5,0.1506
0,0,6,1000000,1.75,0.1815
0,0,6,1000000,2,0.2136
0,0,6,1000000,2.25,0.2462
0,0,6,1000000,2.5,0.2786
0,0,6,1000000,2.75,0.3123
0,0,6,1000000,3,0.3398
0,0,6,1000000,3.25,0.3657
0,0,6,1000000,3.5,0.3919
0,0,6,1000000,3.75,0.4182
0,0,6,1000000,4,0.4445
0,0,6,1000000,4.25,0.4707
0,0,6,1000000,4.5,0.4971
0,0,6,1000000,4.75,0.5234
0,0,6,1000000,5,0.5496
0,0,6,1000000,5.25,0.576
0,0,6,1000000,5.5,0.6022
0,0,6,1000000,5.75,0.6282
0,0,6,1000000,6,0.6534
0,0,6,1000000,6.25,0.6792
0,0,6,1000000,6.5,0.7047
0,0,6,1000000,6.75,0.7299
0,0,6,1000000,7,0.7553
0,0,6,1000000,7.25,0.7807
0,0,6,1000000,7.5,0.8057
0,0,6,1000000,7.75,0.8293
0,0,6,1000000,8,0.8503
0,0,6,1000000,8.25,0.873
0,0,6,1000000,8.5,0.8945
0,0,6,1000000,8.75,0.9139
0,0,6,1000000,9,0.9294
0,0,6,1000000,10,0.7711
0,0,6,500000,-9.25,-0.7553
0,0,6,500000,-9,-0.7635
0,0,6,500000,-8.75,-0.7723
0,0,6,500000,-8.5,-0.7784
0,0,6,500000,-8.25,-0.7851
0,0,6,500000,-8,-0.8037
0,0,6,500000,-7.75,-0.7984
0,0,6,500000,-7.5,-0.7839
0,0,6,500000,-7.25,-0.7629
0,0,6,500000,-7,-0.7412
0,0,6,500000,-6.75,-0.7184
0,0,6,500000,-6.5,-0.6948
0,0,6,500000,-6.25,-0.6708
0,0,6,500000,-6,-0.6464
0,0,6,500000,-5.75,-0.6215
0,0,6,500000,-5.5,-0.5972
0,0,6,500000,-5.25,-0.5715
0,0,6,500000,-5,-0.546
0,0,6,500000,-4.75,-0.5202
0,0,6,500000,-4.5,-0.4948
0,0,6,500000,-4.25,-0.4687
0,0,6,500000,-4,-0.4425
0,0,6,500000,-3.75,-0.4162
0,0,6,500000,-3.5,-0.3902
0,0,6,500000,-3.25,-0.3641
0,0,6,500000,-3,-0.3382
0,0,6,500000,-2.75,-0.3124
0,0,6,500000,-2.25,-0.262
0,0,6,500000,-2,-0.2368
0,0,6,500000,-1.75,-0.2116
0,0,6,500000,-1.25,-0.1501
0,0,6,500000,-1,-0.1164
0,0,6,500000,-0.75,-0.0847
0,0,6,500000,-0.5,-0.0539
0,0,6,500000,-0.25,-0.0256
0,0,6,500000,0,0
0,0,6,500000,0.25,0.0257
