Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2411-il-500000-n5
Airfoil,naca2411-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,86.64
Max Cl/Cd alpha,4
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2411-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-15.000,-0.7887,0.08815,0.08512,-0.0451,1.0000,0.0144
-14.750,-0.8344,0.07638,0.07323,-0.0521,1.0000,0.0143
-14.500,-0.8770,0.06533,0.06204,-0.0590,1.0000,0.0142
-14.250,-0.9090,0.05565,0.05221,-0.0658,1.0000,0.0142
-14.000,-0.9352,0.04648,0.04283,-0.0735,1.0000,0.0141
-13.750,-0.9555,0.03978,0.03592,-0.0792,1.0000,0.0141
-13.500,-0.9671,0.03622,0.03220,-0.0806,1.0000,0.0142
-13.250,-0.9793,0.03375,0.02957,-0.0792,1.0000,0.0143
-13.000,-0.9909,0.03212,0.02781,-0.0756,1.0000,0.0143
-12.750,-0.9983,0.03077,0.02632,-0.0715,1.0000,0.0144
-12.500,-0.9992,0.02939,0.02481,-0.0683,1.0000,0.0146
-12.250,-0.9999,0.02799,0.02330,-0.0650,1.0000,0.0147
-12.000,-0.9967,0.02680,0.02202,-0.0619,1.0000,0.0149
-11.750,-0.9902,0.02579,0.02093,-0.0591,1.0000,0.0151
-11.500,-0.9796,0.02485,0.01989,-0.0570,0.9998,0.0153
-11.250,-0.9536,0.02378,0.01871,-0.0578,0.9979,0.0156
-11.000,-0.9270,0.02279,0.01760,-0.0587,0.9957,0.0160
-10.750,-0.9000,0.02185,0.01654,-0.0595,0.9936,0.0163
-10.500,-0.8745,0.02098,0.01556,-0.0599,0.9910,0.0167
-10.250,-0.8474,0.02017,0.01462,-0.0604,0.9883,0.0172
-10.000,-0.8189,0.01941,0.01373,-0.0612,0.9861,0.0176
-9.750,-0.7899,0.01855,0.01277,-0.0621,0.9842,0.0181
-9.500,-0.7639,0.01776,0.01191,-0.0624,0.9813,0.0186
-9.250,-0.7373,0.01712,0.01121,-0.0626,0.9778,0.0191
-9.000,-0.7081,0.01654,0.01056,-0.0632,0.9752,0.0197
-8.750,-0.6776,0.01595,0.00990,-0.0641,0.9731,0.0202
-8.500,-0.6459,0.01540,0.00926,-0.0653,0.9715,0.0209
-8.250,-0.6191,0.01494,0.00873,-0.0652,0.9676,0.0217
-8.000,-0.5917,0.01436,0.00811,-0.0654,0.9638,0.0226
-7.750,-0.5609,0.01388,0.00760,-0.0662,0.9611,0.0237
-7.500,-0.5283,0.01344,0.00711,-0.0674,0.9589,0.0248
-7.250,-0.4951,0.01302,0.00662,-0.0687,0.9569,0.0260
-7.000,-0.4707,0.01261,0.00619,-0.0680,0.9504,0.0274
-6.750,-0.4403,0.01222,0.00578,-0.0686,0.9461,0.0293
-6.500,-0.4066,0.01187,0.00537,-0.0699,0.9425,0.0314
-6.250,-0.3805,0.01152,0.00503,-0.0695,0.9345,0.0341
-6.000,-0.3488,0.01122,0.00469,-0.0703,0.9288,0.0373
-5.750,-0.3206,0.01091,0.00438,-0.0704,0.9219,0.0407
-5.500,-0.2916,0.01065,0.00409,-0.0706,0.9150,0.0445
-5.250,-0.2628,0.01039,0.00382,-0.0708,0.9082,0.0490
-5.000,-0.2349,0.01017,0.00358,-0.0707,0.9000,0.0540
-4.750,-0.2070,0.00993,0.00334,-0.0707,0.8920,0.0603
-4.500,-0.1793,0.00973,0.00313,-0.0705,0.8828,0.0667
-4.250,-0.1522,0.00953,0.00293,-0.0703,0.8733,0.0752
-4.000,-0.1248,0.00933,0.00274,-0.0701,0.8636,0.0855
-3.750,-0.0983,0.00916,0.00257,-0.0697,0.8524,0.0966
-3.500,-0.0717,0.00899,0.00241,-0.0694,0.8412,0.1092
-3.250,-0.0452,0.00884,0.00226,-0.0690,0.8298,0.1235
-2.750,0.0071,0.00857,0.00202,-0.0681,0.8043,0.1587
-2.500,0.0331,0.00845,0.00191,-0.0676,0.7909,0.1783
-2.250,0.0588,0.00833,0.00182,-0.0671,0.7772,0.2009
