Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1410-il-500000-n5
Airfoil,naca1410-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,63.5777
Max Cl/Cd alpha,7
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1410-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-15.750,-0.9296,0.11457,0.11192,0.0039,1.0000,0.0095
-15.500,-0.9918,0.09804,0.09522,-0.0049,1.0000,0.0092
-15.250,-1.0532,0.08228,0.07933,-0.0137,1.0000,0.0089
-15.000,-1.1114,0.06642,0.06325,-0.0238,1.0000,0.0086
-14.750,-1.1479,0.05435,0.05094,-0.0331,1.0000,0.0085
-14.500,-1.1675,0.04645,0.04281,-0.0398,1.0000,0.0085
-14.250,-1.1791,0.04119,0.03735,-0.0436,1.0000,0.0085
-14.000,-1.1859,0.03757,0.03355,-0.0450,1.0000,0.0086
-13.750,-1.1892,0.03495,0.03074,-0.0447,1.0000,0.0088
-13.500,-1.1897,0.03292,0.02855,-0.0434,1.0000,0.0090
-13.250,-1.1869,0.03128,0.02675,-0.0415,1.0000,0.0092
-13.000,-1.1782,0.02980,0.02509,-0.0401,1.0000,0.0093
-12.750,-1.1701,0.02812,0.02327,-0.0387,1.0000,0.0097
-12.500,-1.1571,0.02679,0.02184,-0.0376,1.0000,0.0100
-12.250,-1.1416,0.02567,0.02061,-0.0366,1.0000,0.0104
-12.000,-1.1246,0.02464,0.01946,-0.0356,1.0000,0.0108
-11.750,-1.1068,0.02366,0.01836,-0.0347,1.0000,0.0112
-11.500,-1.0883,0.02273,0.01728,-0.0337,1.0000,0.0117
-11.250,-1.0690,0.02184,0.01627,-0.0328,1.0000,0.0121
-11.000,-1.0496,0.02096,0.01528,-0.0319,1.0000,0.0127
-10.750,-1.0292,0.02018,0.01444,-0.0311,1.0000,0.0134
-10.500,-1.0076,0.01958,0.01378,-0.0304,1.0000,0.0143
-10.250,-0.9857,0.01900,0.01313,-0.0296,1.0000,0.0152
-10.000,-0.9640,0.01841,0.01243,-0.0288,1.0000,0.0161
-9.750,-0.9426,0.01779,0.01175,-0.0279,1.0000,0.0170
-9.500,-0.9202,0.01734,0.01128,-0.0272,1.0000,0.0181
-9.250,-0.8977,0.01692,0.01081,-0.0263,1.0000,0.0192
-9.000,-0.8754,0.01652,0.01034,-0.0255,1.0000,0.0205
-8.750,-0.8529,0.01614,0.00989,-0.0245,1.0000,0.0215
-8.500,-0.8315,0.01564,0.00936,-0.0236,1.0000,0.0229
-8.250,-0.8090,0.01529,0.00899,-0.0226,1.0000,0.0241
-8.000,-0.7867,0.01495,0.00860,-0.0217,1.0000,0.0254
-7.750,-0.7643,0.01464,0.00823,-0.0207,1.0000,0.0267
-7.500,-0.7417,0.01438,0.00790,-0.0198,1.0000,0.0275
-7.250,-0.7210,0.01381,0.00730,-0.0186,1.0000,0.0290
-7.000,-0.6984,0.01342,0.00690,-0.0177,0.9998,0.0304
-6.750,-0.6658,0.01307,0.00651,-0.0189,0.9977,0.0320
-6.500,-0.6327,0.01272,0.00612,-0.0202,0.9955,0.0335
-6.250,-0.5996,0.01242,0.00575,-0.0215,0.9931,0.0348
-6.000,-0.5676,0.01200,0.00530,-0.0226,0.9900,0.0363
-5.750,-0.5346,0.01160,0.00489,-0.0238,0.9871,0.0386
-5.500,-0.5002,0.01126,0.00454,-0.0254,0.9848,0.0405
-5.250,-0.4686,0.01098,0.00422,-0.0262,0.9804,0.0425
-5.000,-0.4359,0.01071,0.00393,-0.0273,0.9764,0.0446
-4.750,-0.4035,0.01039,0.00363,-0.0284,0.9723,0.0495
-4.500,-0.3734,0.01013,0.00337,-0.0289,0.9658,0.0552
-4.250,-0.3411,0.00983,0.00313,-0.0299,0.9607,0.0675
-4.000,-0.3125,0.00956,0.00291,-0.0300,0.9524,0.0825
-3.750,-0.2822,0.00929,0.00270,-0.0305,0.9450,0.0996
